statefips,age,hrslastwk,unempwks,wagehr,earnwk,ownchild,educ,gender,metro,race,hispanic,marstatus,lfstatus,ottipcomm,hourly,unionstatus
FL,33,40,NA,17,634.61,0,12,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
ND,54,NA,NA,NA,NA,4,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,53,40,NA,20,800,0,12,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
IA,31,NA,NA,NA,NA,0,12,Male,Non-metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
SD,42,NA,NA,NA,NA,0,9,Female,Non-metro,Other,Non-hispanic,Divorced,Not in LF,NA,NA,NA
MO,51,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WV,35,60,NA,13.5,1012,2,15,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
AR,47,40,NA,NA,557,2,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NC,53,30,NA,NA,692.3,1,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MO,54,40,NA,14,560,0,12,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,48,40,NA,20,800,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
WY,49,NA,NA,NA,NA,1,13,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
AL,49,NA,NA,NA,NA,0,15,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
VA,39,30,NA,14,576.92,4,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,47,70,NA,28.4,4428.38,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
DC,56,NA,NA,NA,NA,0,10,Female,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
MO,46,40,NA,NA,807,0,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
WV,52,50,NA,NA,615.38,0,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MN,44,40,NA,25,1000,2,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
IN,34,NA,NA,NA,NA,3,16,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
IL,49,40,NA,26,1040,0,12,Female,Metro,Other,Hispanic,Divorced,Employed,No,Hourly,Non-union
CA,38,40,NA,23,920,3,14,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
NC,55,40,NA,NA,1346,1,2.5,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,37,NA,NA,NA,NA,1,12,Female,Metro,White,Hispanic,Divorced,Not in LF,NA,NA,NA
NH,55,57,NA,21.4,1306,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Union
ME,56,44,NA,15,690,0,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
LA,52,40,NA,NA,1153,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
ND,51,45,NA,25.5,1147.5,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
TN,50,50,NA,24,1200,0,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WY,40,NA,NA,NA,NA,0,12,Male,Non-metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
TN,52,NA,NA,NA,NA,0,13,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,59,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Widowed,Not in LF,NA,NA,NA
NE,58,48,NA,22.23,1154.4,0,12,Female,Non-metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
PA,45,50,NA,18.8,921.2,2,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
MT,50,NA,NA,NA,NA,1,12,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
WA,36,24,NA,37,888,2,16,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
SC,40,35,NA,2.13,344.55,0,14,Female,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
NJ,49,40,NA,22,673.07,0,14,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
OK,30,40,NA,16.5,800,2,12,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,42,40,NA,27,1162,4,14,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Union
ID,59,40,NA,NA,576,0,12,Male,Non-metro,White,Non-hispanic,Divorced,Employed,Yes,Non-hourly,Non-union
CA,55,43,NA,22,884.61,0,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
MO,39,40,NA,15.5,620,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
MI,55,12,NA,20,240,1,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
IA,57,NA,NA,NA,NA,0,14,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
WV,56,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
CA,35,32,NA,NA,1292,2,16,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MA,37,40,NA,NA,1346,2,13,Male,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,33,8,NA,11.5,92,0,12,Female,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
MO,56,40,NA,26,1040,0,14,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,40,40,NA,NA,750,0,12,Male,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
CA,44,40,NA,20,800,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
CO,54,40,NA,NA,500,0,12,Male,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
NJ,30,40,NA,12.5,500,1,12,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
AK,34,3,NA,12,36,2,12,Female,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
FL,56,NA,NA,NA,NA,0,12,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
AR,44,22,NA,11,242,2,12,Female,Metro,White,Hispanic,Divorced,Employed,No,Hourly,Non-union
TX,55,50,NA,NA,2000,0,18,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
NY,58,40,NA,NA,865.38,0,18,Male,Metro,Other,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
NJ,31,NA,NA,NA,NA,0,12,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
PA,50,80,NA,NA,4854.32,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NM,41,40,NA,35,1400,2,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
LA,41,40,NA,NA,1000,0,12,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
MO,45,39,NA,NA,650,0,15,Female,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
NE,58,40,NA,12.73,458.28,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AZ,54,40,NA,15,600,0,5.5,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
GA,36,50,NA,NA,537.5,0,16,Male,Metro,White,Non-hispanic,Never married,Employed,Yes,Non-hourly,Non-union
IN,56,40,NA,NA,1615,0,12,Female,Non-metro,Other,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
MI,54,40,NA,10,400,0,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,50,NA,NA,NA,NA,0,10,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ME,31,NA,35,NA,NA,1,12,Male,Metro,White,Non-hispanic,Never married,Unemployed,NA,NA,NA
MS,38,36,NA,10.15,362.5,0,13,Female,Non-metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
NM,57,NA,NA,NA,NA,0,12,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
FL,34,NA,NA,NA,NA,1,14,Female,Metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,49,40,NA,NA,1269,0,14,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
TX,59,24,NA,NA,1153.84,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
SD,39,45,NA,NA,2211.53,1,14,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
AR,47,40,NA,16.25,650,2,11,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
AK,54,40,NA,NA,980.76,0,12,Male,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Union
UT,30,12,NA,17.5,297.5,2,14,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
OR,59,40,NA,NA,3429.67,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,56,44,NA,34.73,1100,0,16,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
CA,49,44,NA,17.8,738.7,1,12,Female,Metro,Other,Hispanic,Married,Employed,Yes,Hourly,Union
IL,57,NA,NA,NA,NA,0,10,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
IL,53,20,NA,10,200,0,12,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
LA,41,40,NA,NA,923,3,16,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
OH,57,40,NA,18,720,0,12,Male,Metro,Black,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
CA,59,NA,NA,NA,NA,0,12,Female,Metro,Black,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,36,75,NA,NA,2307.69,0,12,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
LA,35,42,NA,20,1100,2,12,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
KY,37,NA,NA,NA,NA,2,13,Female,Non-metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
MA,59,NA,NA,NA,NA,0,13,Male,Metro,Other,Non-hispanic,Divorced,Not in LF,NA,NA,NA
HI,50,NA,NA,NA,NA,0,12,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
MS,32,40,NA,15,600,4,13,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WA,37,40,NA,32,1307.69,2,14,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
KS,31,50,NA,20,961.53,1,16,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
OH,35,NA,NA,NA,NA,0,14,Female,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
CA,44,40,NA,NA,1134,1,12,Female,Metro,Other,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
MI,56,NA,NA,NA,NA,0,13,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CT,56,28,NA,18,1250,0,14,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
LA,38,35,NA,NA,576.92,0,12,Female,Metro,White,Hispanic,Married,Employed,Yes,Non-hourly,Non-union
IA,55,45,NA,20,1237.5,0,13,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
WA,56,NA,NA,NA,NA,0,12,Female,Non-metro,Other,Non-hispanic,Divorced,Not in LF,NA,NA,NA
OR,55,36,NA,45,1620,1,15,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MI,34,40,NA,18,720,2,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
OR,45,40,NA,16,640,1,7.5,Female,Metro,Other,Hispanic,Married,Employed,No,Hourly,Non-union
OR,57,55,NA,NA,4701.17,0,13,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
KS,57,NA,NA,NA,NA,0,18,Male,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
WV,41,17,NA,10,200,2,15,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NV,47,40,NA,45.15,1806,0,13,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Union
FL,40,40,NA,NA,450,2,5.5,Female,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
CA,51,40,NA,23,920,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
IA,43,40,NA,42.44,576,1,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
WI,40,NA,NA,NA,NA,1,9,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
IL,58,38,NA,NA,2038.46,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,50,50,NA,NA,3837.44,2,18,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
LA,38,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
CT,36,50,NA,NA,2000,4,12,Male,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
HI,44,55,NA,NA,646.15,0,13,Female,Metro,Other,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
SC,32,NA,NA,NA,NA,2,14,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
HI,52,NA,NA,NA,NA,0,12,Male,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
AK,56,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
OH,47,25,NA,11,275,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Union
AL,48,40,NA,15,600,0,14,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
IA,43,22,NA,NA,576,0,13,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
WI,53,40,NA,NA,605,0,12,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
CA,46,NA,NA,NA,NA,0,14,Male,Non-metro,Other,Hispanic,Never married,Not in LF,NA,NA,NA
IN,34,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
NC,50,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
AR,35,40,NA,NA,1384.61,1,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
CA,50,NA,NA,NA,NA,0,12,Female,Metro,White,Hispanic,Never married,Not in LF,NA,NA,NA
LA,55,40,NA,35,1400,0,12,Male,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
TX,42,25,NA,9.88,247,1,16,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
OH,56,48,NA,25,1000,0,10,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AR,46,40,NA,17.8,907,0,9,Male,Non-metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Non-union
GA,53,40,NA,10,400,0,5.5,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
NE,59,55,NA,NA,1500,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
ME,30,40,NA,18,720,0,14,Male,Metro,Other,Non-hispanic,Never married,Employed,No,Hourly,Non-union
OH,49,NA,NA,NA,NA,2,0,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
MO,33,30,NA,12,457.65,2,12,Female,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
LA,41,60,NA,11,440,0,10,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
PA,57,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,31,48,NA,15.25,610,2,12,Male,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
MS,52,30,NA,12,360,0,11,Female,Non-metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
OR,41,56,NA,16.76,938.56,2,12,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Union
WV,47,35,NA,30,1050,0,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
VA,37,32,NA,28,1120,1,12,Male,Metro,White,Non-hispanic,Never married,Employed,Yes,Hourly,Union
CA,57,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
ID,46,40,NA,15,600,0,12,Male,Non-metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
ME,51,NA,NA,NA,NA,0,7.5,Female,Non-metro,White,Non-hispanic,Widowed,Not in LF,NA,NA,NA
NC,39,40,NA,18.5,800,0,12,Male,Non-metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CO,40,45,NA,NA,1211.53,0,12,Male,Metro,White,Non-hispanic,Never married,Employed,Yes,Non-hourly,Non-union
WV,52,45,NA,NA,988.46,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
MS,31,NA,NA,NA,NA,0,12,Female,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
TX,42,40,NA,38,900,3,7.5,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
TN,53,NA,119,NA,NA,0,15,Male,Non-metro,White,Non-hispanic,Never married,Unemployed,NA,NA,NA
NC,36,40,NA,15,600,4,14,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
CA,57,NA,NA,NA,NA,2,12,Male,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
AR,39,NA,NA,NA,NA,4,12,Female,Non-metro,Black,Non-hispanic,Divorced,Not in LF,NA,NA,NA
AL,40,48,NA,10.4,600,2,13,Female,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
WA,40,40,NA,20,1310,1,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
FL,47,NA,NA,NA,NA,0,12,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
NJ,37,40,NA,21,840,3,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NY,33,40,NA,14,560,0,10,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
DE,54,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
AL,46,40,NA,NA,365,0,13,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
CA,50,40,NA,18,720,0,10,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
OR,36,40,NA,10.75,430,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
OR,44,45,NA,13.5,576.92,1,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MD,31,40,NA,12,480,0,12,Male,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
IL,33,40,NA,12,400,0,12,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
FL,33,NA,NA,NA,NA,0,10,Male,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
SD,55,15,NA,12.5,230.76,0,11,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
CA,58,NA,NA,NA,NA,0,12,Female,Metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
SC,55,40,NA,NA,500,0,12,Female,Metro,White,Hispanic,Married,Employed,No,Non-hourly,Non-union
KY,41,50,NA,28,3618.13,2,18,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
TX,36,40,NA,13,400,0,10,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
ID,37,40,NA,21,840,1,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
LA,30,NA,NA,NA,NA,5,7.5,Female,Non-metro,Other,Non-hispanic,Married,Not in LF,NA,NA,NA
FL,39,NA,NA,NA,NA,0,9,Male,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
MS,56,36,NA,25,900,1,14,Female,Non-metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
MN,51,40,NA,60,2400,1,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
AR,49,NA,NA,NA,NA,0,10,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
OH,59,NA,NA,NA,NA,0,12,Male,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CA,49,40,NA,19,810,0,15,Male,Metro,White,Hispanic,Married,Employed,Yes,Hourly,Non-union
WY,52,50,NA,25,1103.5,0,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Non-union
TX,32,38,NA,15,615.38,0,13,Female,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
OK,59,NA,14,NA,NA,0,12,Male,Metro,White,Non-hispanic,Widowed,Unemployed,NA,NA,NA
MS,54,NA,NA,NA,NA,0,14,Male,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
IA,32,32,NA,15,438,0,12,Male,Non-metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
LA,42,NA,NA,NA,NA,2,10,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
GA,37,40,NA,NA,942,0,12,Male,Metro,Black,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
NE,36,42,NA,17.48,830.3,1,12,Female,Metro,White,Non-hispanic,Divorced,Employed,Yes,Hourly,Non-union
OR,32,40,NA,20,800,2,12,Male,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
FL,45,40,NA,34,1360,0,15,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
PA,31,NA,NA,NA,NA,2,12,Female,Non-metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
FL,48,NA,NA,NA,NA,0,13,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
TX,56,45,NA,NA,1538.46,0,13,Male,Non-metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
PA,55,NA,NA,NA,NA,0,16,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
SC,40,40,NA,20,650,2,13,Male,Metro,Black,Hispanic,Married,Employed,Yes,Hourly,Non-union
NM,38,60,NA,NA,2307,0,13,Male,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
CA,41,40,NA,14.05,562,1,12,Female,Metro,Black,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
HI,55,40,NA,11,440,0,12,Female,Metro,Other,Hispanic,Married,Employed,No,Hourly,Non-union
MO,54,42,NA,14,615.38,0,13,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
LA,40,52,NA,19,760,2,12,Male,Non-metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
SC,35,NA,NA,NA,NA,0,12,Male,Non-metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
HI,54,60,NA,12,480,0,11,Male,Metro,Other,Non-hispanic,Married,Employed,No,Hourly,Non-union
NY,49,50,NA,NA,2038.46,1,18,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
SC,37,40,NA,22,880,2,12,Female,Metro,Black,Non-hispanic,Never married,Employed,No,Hourly,Non-union
WI,51,39,NA,13.38,321.12,0,12,Female,Metro,White,Non-hispanic,Married,Employed,No,Hourly,Non-union
NC,30,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
HI,41,1,NA,18,576.92,0,12,Male,Metro,Other,Non-hispanic,Never married,Employed,No,Hourly,Non-union
PA,57,44,NA,NA,450,0,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
NC,54,40,NA,15,653.84,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
NY,42,45,NA,15,600,3,14,Male,Metro,Black,Non-hispanic,Married,Employed,No,Hourly,Non-union
OH,33,NA,NA,NA,NA,0,14,Female,Metro,White,Non-hispanic,Never married,Not in LF,NA,NA,NA
GA,40,NA,NA,NA,NA,0,12,Male,Metro,Black,Non-hispanic,Never married,Not in LF,NA,NA,NA
NM,48,40,NA,19,760,0,12,Male,Non-metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
IL,31,NA,NA,NA,NA,0,13,Male,Non-metro,Other,Non-hispanic,Never married,Not in LF,NA,NA,NA
MO,57,40,NA,11.5,460,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Hourly,Non-union
MT,31,40,NA,18.6,744,0,13,Male,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
TX,54,NA,NA,NA,NA,0,5.5,Female,Metro,White,Hispanic,Married,Not in LF,NA,NA,NA
HI,49,10,NA,18.5,185,0,16,Female,Metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
TX,41,40,NA,NA,1403.84,1,14,Male,Metro,White,Hispanic,Divorced,Employed,No,Non-hourly,Non-union
NM,33,NA,NA,NA,NA,0,12,Male,Non-metro,White,Hispanic,Divorced,Not in LF,NA,NA,NA
OH,42,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
IA,58,60,NA,22.9,1467.06,0,13,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Hourly,Union
LA,39,60,NA,NA,1153.84,1,12,Male,Metro,White,Non-hispanic,Married,Employed,Yes,Non-hourly,Non-union
SC,47,NA,NA,NA,NA,0,11,Male,Non-metro,White,Non-hispanic,Divorced,Not in LF,NA,NA,NA
TX,38,40,NA,15,600,2,5.5,Male,Metro,White,Hispanic,Never married,Employed,No,Hourly,Non-union
WI,35,40,NA,NA,600,2,15,Male,Non-metro,White,Non-hispanic,Divorced,Employed,Yes,Non-hourly,Non-union
TX,39,50,NA,13,650,1,12,Male,Metro,White,Hispanic,Married,Employed,No,Hourly,Non-union
CA,50,40,NA,NA,865.38,0,12,Female,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
NH,40,40,NA,NA,1250,1,12,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
TX,37,40,NA,NA,673.07,1,14,Female,Metro,White,Non-hispanic,Never married,Employed,No,Non-hourly,Non-union
WV,54,NA,NA,NA,NA,0,15,Female,Non-metro,White,Non-hispanic,Widowed,Not in LF,NA,NA,NA
MI,51,43,NA,NA,850,1,14,Female,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
VT,50,15,NA,12.25,259,0,10,Female,Non-metro,White,Non-hispanic,Never married,Employed,No,Hourly,Non-union
CA,42,50,NA,NA,370,2,14,Male,Metro,White,Non-hispanic,Divorced,Employed,No,Non-hourly,Non-union
NY,44,NA,NA,NA,NA,0,12,Female,Metro,White,Non-hispanic,Married,Not in LF,NA,NA,NA
CT,36,40,NA,NA,1634.61,0,14,Male,Metro,White,Non-hispanic,Married,Employed,No,Non-hourly,Non-union
